seqnames	start	end	width	strand	score	group_name	feature	gene_name	motif_nm	tf_symbol	description	species
chr22	50712729	50712741	13	+	17.2171136442306	MA0771.1	intron	SHANK3	HSF4			Homo sapiens
chr22	50719985	50719997	13	+	11.9513801369326	MA0771.1	intron	SHANK3	HSF4			Homo sapiens
chr22	50707411	50707424	14	+	5.64442196911518	MA0772.1	intron	SHANK3	IRF7			Homo sapiens
chr22	50716427	50716440	14	+	10.2257959812829	MA0772.1	intron	SHANK3	IRF7			Homo sapiens
chr22	50718770	50718783	14	+	4.88865985810943	MA0772.1	intron	SHANK3	IRF7			Homo sapiens
chr22	50719294	50719307	14	+	4.78808944212566	MA0772.1	intron	SHANK3	IRF7			Homo sapiens
chr22	50691329	50691340	12	+	4.630825659738	MA0052.3	intron	SHANK3	MEF2A			Homo sapiens
chr22	50691413	50691424	12	+	5.65253584564484	MA0052.3	intron	SHANK3	MEF2A			Homo sapiens
chr22	50696002	50696013	12	+	7.38997995318045	MA0052.3	intron	SHANK3	MEF2A			Homo sapiens
chr22	50708959	50708970	12	+	7.63731839635318	MA0052.3	intron	SHANK3	MEF2A			Homo sapiens
chr22	50712964	50712975	12	+	4.11564981323354	MA0052.3	intron	SHANK3	MEF2A			Homo sapiens
chr22	50718645	50718656	12	+	3.32028557694755	MA0052.3	intron	SHANK3	MEF2A			Homo sapiens
chr22	50690862	50690873	12	+	0.7033378101392	MA0773.1	intron	SHANK3	MEF2D			Homo sapiens
chr22	50691329	50691340	12	+	1.94697260676421	MA0773.1	intron	SHANK3	MEF2D			Homo sapiens
chr22	50691413	50691424	12	+	2.01636866947163	MA0773.1	intron	SHANK3	MEF2D			Homo sapiens
chr22	50696002	50696013	12	+	6.6115782835637	MA0773.1	intron	SHANK3	MEF2D			Homo sapiens
chr22	50708959	50708970	12	+	8.3433995053443	MA0773.1	intron	SHANK3	MEF2D			Homo sapiens
chr22	50673929	50673941	13	+	9.80041775280544	MA0105.4	promoter	SHANK3	NFKB1			Homo sapiens
chr22	50679033	50679045	13	+	9.65646470073545	MA0105.4	exon	SHANK3	NFKB1			Homo sapiens
chr22	50687709	50687721	13	+	7.99969992674067	MA0105.4	intron	SHANK3	NFKB1			Homo sapiens
chr22	50694783	50694795	13	+	9.86682683196456	MA0105.4	exon	SHANK3	NFKB1			Homo sapiens
chr22	50715727	50715739	13	+	11.0048914763574	MA0105.4	exon	SHANK3	NFKB1			Homo sapiens
chr22	50715727	50715739	13	+	11.0048914763574	MA0105.4	exon	SHANK3	NFKB1			Homo sapiens
chr22	50724224	50724236	13	+	8.30408053739759	MA0105.4	intron	SHANK3	NFKB1			Homo sapiens
chr22	50728816	50728828	13	+	11.1154191027881	MA0105.4	intron	SHANK3	NFKB1			Homo sapiens
chr22	50728855	50728867	13	+	7.85278467095778	MA0105.4	intron	SHANK3	NFKB1			Homo sapiens
chr22	50674751	50674763	13	+	13.0661607951237	MA0778.1	promoter	SHANK3	NFKB2			Homo sapiens
chr22	50674751	50674763	13	+	13.0661607951237	MA0778.1	intron	SHANK3	NFKB2			Homo sapiens
chr22	50679033	50679045	13	+	12.5753137515412	MA0778.1	exon	SHANK3	NFKB2			Homo sapiens
chr22	50694783	50694795	13	+	12.9829209873474	MA0778.1	exon	SHANK3	NFKB2			Homo sapiens
chr22	50719656	50719668	13	+	12.954965471632	MA0778.1	intron	SHANK3	NFKB2			Homo sapiens
chr22	50728855	50728867	13	+	14.2974998851406	MA0778.1	intron	SHANK3	NFKB2			Homo sapiens
chr22	50674005	50674014	10	+	6.58687003194825	MA0780.1	promoter	SHANK3	PAX3			Homo sapiens
chr22	50693197	50693206	10	+	7.08713276727617	MA0780.1	intron	SHANK3	PAX3			Homo sapiens
chr22	50693804	50693813	10	+	6.33711102028452	MA0780.1	intron	SHANK3	PAX3			Homo sapiens
chr22	50676457	50676468	12	+	5.54023543290903	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50678449	50678460	12	+	6.33389453718626	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50683684	50683695	12	+	8.88408236530656	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50706643	50706654	12	+	4.20233362316811	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50706996	50707007	12	+	6.71535192868878	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50709228	50709239	12	+	5.5392386631004	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50709893	50709904	12	+	6.5745588229615	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50714144	50714155	12	+	3.99274779133458	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50723212	50723223	12	+	6.98557524047563	MA0782.1	intron	SHANK3	PKNOX1			Homo sapiens
chr22	50676457	50676468	12	+	7.04962869885656	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50678449	50678460	12	+	8.57155750543602	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50683684	50683695	12	+	10.2751725421912	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50688571	50688582	12	+	5.38000566923642	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50706643	50706654	12	+	6.04205604510136	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50709228	50709239	12	+	5.11532463546583	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50709893	50709904	12	+	6.79659990520695	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50714144	50714155	12	+	4.59802598217754	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50723212	50723223	12	+	8.48536356608714	MA0783.1	intron	SHANK3	PKNOX2			Homo sapiens
chr22	50713527	50713540	14	+	7.89432345099153	MA0784.1	intron	SHANK3	POU1F1			Homo sapiens
chr22	50724032	50724045	14	+	10.2327359368789	MA0784.1	intron	SHANK3	POU1F1			Homo sapiens
chr22	50691307	50691318	12	+	9.99669051011668	MA0785.1	intron	SHANK3	POU2F1			Homo sapiens
chr22	50691324	50691335	12	+	9.10865843036994	MA0785.1	intron	SHANK3	POU2F1			Homo sapiens
chr22	50692008	50692019	12	+	9.00908316759291	MA0785.1	intron	SHANK3	POU2F1			Homo sapiens
chr22	50724032	50724043	12	+	10.7750599969246	MA0785.1	intron	SHANK3	POU2F1			Homo sapiens
chr22	50687910	50687921	12	+	9.04444652658191	MA0786.1	intron	SHANK3	POU3F1			Homo sapiens
chr22	50689396	50689407	12	+	9.38953877035807	MA0786.1	intron	SHANK3	POU3F1			Homo sapiens
chr22	50691308	50691319	12	+	9.33227028425426	MA0786.1	intron	SHANK3	POU3F1			Homo sapiens
chr22	50692009	50692020	12	+	8.63721789541635	MA0786.1	intron	SHANK3	POU3F1			Homo sapiens
chr22	50703344	50703355	12	+	8.52274525819633	MA0786.1	intron	SHANK3	POU3F1			Homo sapiens
chr22	50724033	50724044	12	+	10.6152152084819	MA0786.1	intron	SHANK3	POU3F1			Homo sapiens
chr22	50689396	50689407	12	+	9.83354256238239	MA0787.1	intron	SHANK3	POU3F2			Homo sapiens
chr22	50691308	50691319	12	+	9.27790263903899	MA0787.1	intron	SHANK3	POU3F2			Homo sapiens
chr22	50724033	50724044	12	+	10.513444681302	MA0787.1	intron	SHANK3	POU3F2			Homo sapiens
chr22	50690231	50690243	13	+	8.20538740410732	MA0788.1	intron	SHANK3	POU3F3			Homo sapiens
chr22	50691307	50691319	13	+	8.92512568567947	MA0788.1	intron	SHANK3	POU3F3			Homo sapiens
chr22	50691324	50691336	13	+	9.9818680744603	MA0788.1	intron	SHANK3	POU3F3			Homo sapiens
chr22	50691810	50691822	13	+	8.81445579462921	MA0788.1	intron	SHANK3	POU3F3			Homo sapiens
chr22	50692008	50692020	13	+	10.5187469822199	MA0788.1	intron	SHANK3	POU3F3			Homo sapiens
chr22	50694045	50694057	13	+	9.86924518989793	MA0788.1	intron	SHANK3	POU3F3			Homo sapiens
chr22	50724032	50724044	13	+	8.73621883941287	MA0788.1	intron	SHANK3	POU3F3			Homo sapiens
chr22	50731718	50731730	13	+	7.92132601062632	MA0788.1	exon	SHANK3	POU3F3			Homo sapiens
chr22	50731718	50731730	13	+	7.92132601062632	MA0788.1	exon	SHANK3	POU3F3			Homo sapiens
chr22	50731718	50731730	13	+	7.92132601062632	MA0788.1	UTR	SHANK3	POU3F3			Homo sapiens
chr22	50689831	50689844	14	+	9.22923744506464	MA0790.1	intron	SHANK3	POU4F1			Homo sapiens
chr22	50691271	50691284	14	+	8.95237611027413	MA0790.1	intron	SHANK3	POU4F1			Homo sapiens
chr22	50731721	50731734	14	+	9.58380443993291	MA0790.1	exon	SHANK3	POU4F1			Homo sapiens
chr22	50731721	50731734	14	+	9.58380443993291	MA0790.1	exon	SHANK3	POU4F1			Homo sapiens
chr22	50731721	50731734	14	+	9.58380443993291	MA0790.1	UTR	SHANK3	POU4F1			Homo sapiens
chr22	50677051	50677066	16	+	7.55274567585609	MA0791.1	intron	SHANK3	POU4F3			Homo sapiens
chr22	50689831	50689846	16	+	8.66973072874365	MA0791.1	intron	SHANK3	POU4F3			Homo sapiens
chr22	50691271	50691286	16	+	9.35027937104774	MA0791.1	intron	SHANK3	POU4F3			Homo sapiens
chr22	50731721	50731736	16	+	8.5026730317199	MA0791.1	exon	SHANK3	POU4F3			Homo sapiens
chr22	50731721	50731736	16	+	8.5026730317199	MA0791.1	exon	SHANK3	POU4F3			Homo sapiens
chr22	50731721	50731736	16	+	8.5026730317199	MA0791.1	UTR	SHANK3	POU4F3			Homo sapiens
chr22	50718910	50718919	10	+	10.3164042073764	MA0793.1	intron	SHANK3	POU6F2			Homo sapiens
chr22	50723270	50723281	12	+	9.82859972168347	MA0794.1	intron	SHANK3	PROX1			Homo sapiens
chr22	50726957	50726968	12	+	11.4664300689966	MA0794.1	intron	SHANK3	PROX1			Homo sapiens
chr22	50673583	50673598	16	+	16.1909110838666	MA0600.2	promoter	SHANK3	RFX2			Homo sapiens
chr22	50673691	50673706	16	+	10.9398711464485	MA0600.2	promoter	SHANK3	RFX2			Homo sapiens
chr22	50688076	50688091	16	+	7.09475829739657	MA0600.2	intron	SHANK3	RFX2			Homo sapiens
chr22	50705433	50705448	16	+	21.4237772537574	MA0600.2	intron	SHANK3	RFX2			Homo sapiens
chr22	50726483	50726498	16	+	8.57709747780692	MA0600.2	intron	SHANK3	RFX2			Homo sapiens
chr22	50676457	50676468	12	+	5.32485290829238	MA0796.1	intron	SHANK3	TGIF1			Homo sapiens
chr22	50683684	50683695	12	+	3.97837455595161	MA0796.1	intron	SHANK3	TGIF1			Homo sapiens
chr22	50687045	50687056	12	+	1.28338142394411	MA0796.1	intron	SHANK3	TGIF1			Homo sapiens
chr22	50706996	50707007	12	+	4.73255339182074	MA0796.1	intron	SHANK3	TGIF1			Homo sapiens
chr22	50709228	50709239	12	+	1.49754568422045	MA0796.1	intron	SHANK3	TGIF1			Homo sapiens
chr22	50709893	50709904	12	+	5.94040765687025	MA0796.1	intron	SHANK3	TGIF1			Homo sapiens
chr22	50723212	50723223	12	+	3.52079187555671	MA0796.1	intron	SHANK3	TGIF1			Homo sapiens
chr22	50676457	50676468	12	+	10.7306848259848	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50678449	50678460	12	+	10.6231542919981	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50683684	50683695	12	+	10.6762292751435	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50706643	50706654	12	+	9.38029140003697	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50706996	50707007	12	+	10.590820430394	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50709228	50709239	12	+	10.0598026784749	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50709893	50709904	12	+	11.2680713075777	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50714144	50714155	12	+	9.99986298339	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50723212	50723223	12	+	9.67289490941046	MA0797.1	intron	SHANK3	TGIF2			Homo sapiens
chr22	50673583	50673598	16	+	16.1106190432839	MA0798.1	promoter	SHANK3	RFX3			Homo sapiens
chr22	50673691	50673706	16	+	13.752089196678	MA0798.1	promoter	SHANK3	RFX3			Homo sapiens
chr22	50677871	50677886	16	+	9.87388352835115	MA0798.1	intron	SHANK3	RFX3			Homo sapiens
chr22	50688076	50688091	16	+	11.6253877230694	MA0798.1	intron	SHANK3	RFX3			Homo sapiens
chr22	50705433	50705448	16	+	19.5459243525775	MA0798.1	intron	SHANK3	RFX3			Homo sapiens
chr22	50726483	50726498	16	+	11.3175245584736	MA0798.1	intron	SHANK3	RFX3			Homo sapiens
chr22	50673583	50673598	16	+	16.9364265284163	MA0799.1	promoter	SHANK3	RFX4			Homo sapiens
chr22	50673691	50673706	16	+	13.5855930651075	MA0799.1	promoter	SHANK3	RFX4			Homo sapiens
chr22	50688076	50688091	16	+	12.7910522956258	MA0799.1	intron	SHANK3	RFX4			Homo sapiens
chr22	50705433	50705448	16	+	18.3939702680218	MA0799.1	intron	SHANK3	RFX4			Homo sapiens
chr22	50726483	50726498	16	+	11.773603516699	MA0799.1	intron	SHANK3	RFX4			Homo sapiens
chr22	50673583	50673598	16	+	16.2284564917005	MA0510.2	promoter	SHANK3	RFX5			Homo sapiens
chr22	50673691	50673706	16	+	10.7453196497197	MA0510.2	promoter	SHANK3	RFX5			Homo sapiens
chr22	50677871	50677886	16	+	9.13637378819066	MA0510.2	intron	SHANK3	RFX5			Homo sapiens
chr22	50705433	50705448	16	+	22.0682563501652	MA0510.2	intron	SHANK3	RFX5			Homo sapiens
chr22	50676091	50676103	13	+	12.2503013312988	MA0800.1	intron	SHANK3	EOMES			Homo sapiens
chr22	50683210	50683222	13	+	11.6581480263462	MA0800.1	intron	SHANK3	EOMES			Homo sapiens
chr22	50683873	50683885	13	+	11.5316640030467	MA0800.1	intron	SHANK3	EOMES			Homo sapiens
chr22	50689547	50689559	13	+	12.6805857145843	MA0800.1	intron	SHANK3	EOMES			Homo sapiens
chr22	50692335	50692347	13	+	11.5188918246577	MA0800.1	intron	SHANK3	EOMES			Homo sapiens
chr22	50683211	50683220	10	+	11.693903473056	MA0802.1	intron	SHANK3	TBR1			Homo sapiens
chr22	50689548	50689557	10	+	13.3499236611684	MA0802.1	intron	SHANK3	TBR1			Homo sapiens
chr22	50683201	50683220	20	+	9.75475635919828	MA0804.1	intron	SHANK3	TBX19			Homo sapiens
chr22	50693569	50693588	20	+	10.1676456618664	MA0804.1	intron	SHANK3	TBX19			Homo sapiens
chr22	50725048	50725067	20	+	10.2574808345398	MA0804.1	intron	SHANK3	TBX19			Homo sapiens
chr22	50683258	50683267	10	+	11.0467597290467	MA0809.1	intron	SHANK3	TEAD4			Homo sapiens
chr22	50705165	50705174	10	+	12.4840499550765	MA0809.1	intron	SHANK3	TEAD4			Homo sapiens
chr22	50677527	50677538	12	+	16.743536788312	MA0810.1	intron	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50697593	50697604	12	+	14.9952993131732	MA0810.1	exon	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50699308	50699319	12	+	16.6165584525356	MA0810.1	intron	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50715268	50715279	12	+	14.3448533144657	MA0810.1	intron	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50728192	50728203	12	+	15.0396503432133	MA0810.1	intron	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50728307	50728318	12	+	15.3501087440428	MA0810.1	intron	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50731929	50731940	12	+	14.4892146097084	MA0810.1	exon	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50731929	50731940	12	+	14.4892146097084	MA0810.1	exon	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50731929	50731940	12	+	14.4892146097084	MA0810.1	UTR	SHANK3	TFAP2A(var.2)			Homo sapiens
chr22	50674306	50674316	11	+	15.1322773148902	MA0003.3	promoter	SHANK3	TFAP2A			Homo sapiens
chr22	50677496	50677506	11	+	15.4151180511987	MA0003.3	intron	SHANK3	TFAP2A			Homo sapiens
chr22	50720947	50720957	11	+	14.4658302087669	MA0003.3	exon	SHANK3	TFAP2A			Homo sapiens
chr22	50720947	50720957	11	+	14.4658302087669	MA0003.3	exon	SHANK3	TFAP2A			Homo sapiens
chr22	50674375	50674386	12	+	13.8552277921173	MA0811.1	promoter	SHANK3	TFAP2B			Homo sapiens
chr22	50677527	50677538	12	+	17.3404963446274	MA0811.1	intron	SHANK3	TFAP2B			Homo sapiens
chr22	50697593	50697604	12	+	13.979920113888	MA0811.1	exon	SHANK3	TFAP2B			Homo sapiens
chr22	50699308	50699319	12	+	17.1813510015338	MA0811.1	intron	SHANK3	TFAP2B			Homo sapiens
chr22	50708656	50708667	12	+	14.4237735858911	MA0811.1	intron	SHANK3	TFAP2B			Homo sapiens
chr22	50715268	50715279	12	+	14.5221071065351	MA0811.1	intron	SHANK3	TFAP2B			Homo sapiens
chr22	50728192	50728203	12	+	14.4673240102524	MA0811.1	intron	SHANK3	TFAP2B			Homo sapiens
chr22	50728307	50728318	12	+	14.2049333967587	MA0811.1	intron	SHANK3	TFAP2B			Homo sapiens
chr22	50728598	50728609	12	+	14.4334362193195	MA0811.1	intron	SHANK3	TFAP2B			Homo sapiens
chr22	50674306	50674316	11	+	14.9074608533636	MA0812.1	promoter	SHANK3	TFAP2B(var.2)			Homo sapiens
chr22	50677496	50677506	11	+	16.3689390951855	MA0812.1	intron	SHANK3	TFAP2B(var.2)			Homo sapiens
chr22	50716399	50716409	11	+	14.2659606840321	MA0812.1	intron	SHANK3	TFAP2B(var.2)			Homo sapiens
chr22	50673299	50673311	13	+	16.2263301824241	MA0813.1	promoter	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50674877	50674889	13	+	15.8021858648166	MA0813.1	promoter	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50674877	50674889	13	+	15.8021858648166	MA0813.1	intron	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50695778	50695790	13	+	15.1008909154421	MA0813.1	intron	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50712702	50712714	13	+	17.0139034195904	MA0813.1	intron	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50717871	50717883	13	+	14.7760038789706	MA0813.1	intron	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50719553	50719565	13	+	15.7671098097144	MA0813.1	intron	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50723290	50723302	13	+	14.9701652157422	MA0813.1	intron	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50730767	50730779	13	+	16.2404374784129	MA0813.1	exon	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50730767	50730779	13	+	16.2404374784129	MA0813.1	exon	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50730767	50730779	13	+	16.2404374784129	MA0813.1	exon	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50731341	50731353	13	+	14.9326456415545	MA0813.1	exon	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50731341	50731353	13	+	14.9326456415545	MA0813.1	exon	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50731341	50731353	13	+	14.9326456415545	MA0813.1	exon	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50731341	50731353	13	+	14.9326456415545	MA0813.1	UTR	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50731341	50731353	13	+	14.9326456415545	MA0813.1	UTR	SHANK3	TFAP2B(var.3)			Homo sapiens
chr22	50674375	50674386	12	+	14.1530391012452	MA0524.2	promoter	SHANK3	TFAP2C			Homo sapiens
chr22	50677527	50677538	12	+	17.281722200363	MA0524.2	intron	SHANK3	TFAP2C			Homo sapiens
chr22	50697593	50697604	12	+	14.1062647591011	MA0524.2	exon	SHANK3	TFAP2C			Homo sapiens
chr22	50699308	50699319	12	+	17.1190570884517	MA0524.2	intron	SHANK3	TFAP2C			Homo sapiens
chr22	50708656	50708667	12	+	14.5182591534344	MA0524.2	intron	SHANK3	TFAP2C			Homo sapiens
chr22	50715268	50715279	12	+	14.3163364932012	MA0524.2	intron	SHANK3	TFAP2C			Homo sapiens
chr22	50728192	50728203	12	+	14.5258179676821	MA0524.2	intron	SHANK3	TFAP2C			Homo sapiens
chr22	50728307	50728318	12	+	14.1560091964808	MA0524.2	intron	SHANK3	TFAP2C			Homo sapiens
chr22	50728598	50728609	12	+	14.4438679494672	MA0524.2	intron	SHANK3	TFAP2C			Homo sapiens
chr22	50731929	50731940	12	+	13.7342771484307	MA0524.2	exon	SHANK3	TFAP2C			Homo sapiens
chr22	50731929	50731940	12	+	13.7342771484307	MA0524.2	exon	SHANK3	TFAP2C			Homo sapiens
chr22	50731929	50731940	12	+	13.7342771484307	MA0524.2	UTR	SHANK3	TFAP2C			Homo sapiens
chr22	50674306	50674316	11	+	13.9079673768437	MA0814.1	promoter	SHANK3	TFAP2C(var.2)			Homo sapiens
chr22	50677496	50677506	11	+	15.8228271134579	MA0814.1	intron	SHANK3	TFAP2C(var.2)			Homo sapiens
chr22	50678501	50678511	11	+	14.3769057250189	MA0814.1	intron	SHANK3	TFAP2C(var.2)			Homo sapiens
chr22	50704925	50704935	11	+	14.3389504540394	MA0814.1	intron	SHANK3	TFAP2C(var.2)			Homo sapiens
chr22	50673299	50673311	13	+	16.8682658224233	MA0815.1	promoter	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50674877	50674889	13	+	15.602707752383	MA0815.1	promoter	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50674877	50674889	13	+	15.602707752383	MA0815.1	intron	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50679087	50679099	13	+	15.8285213797242	MA0815.1	exon	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50712702	50712714	13	+	16.4993559953401	MA0815.1	intron	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50719553	50719565	13	+	15.8506183000577	MA0815.1	intron	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50730767	50730779	13	+	16.5286224127147	MA0815.1	exon	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50730767	50730779	13	+	16.5286224127147	MA0815.1	exon	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50730767	50730779	13	+	16.5286224127147	MA0815.1	exon	SHANK3	TFAP2C(var.3)			Homo sapiens
chr22	50676408	50676417	10	+	15.4986870447673	MA0464.2	intron	SHANK3	BHLHE40			Homo sapiens
chr22	50693141	50693150	10	+	10.685043607605	MA0818.1	intron	SHANK3	BHLHE22			Homo sapiens
chr22	50679847	50679856	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50679935	50679944	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50680023	50680032	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50680111	50680120	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50680199	50680208	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50680240	50680249	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50680375	50680384	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50680549	50680558	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50680590	50680599	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50680725	50680734	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681159	50681168	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681333	50681342	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681554	50681563	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681691	50681700	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681730	50681739	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681777	50681786	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681818	50681827	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681865	50681874	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681904	50681913	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681951	50681960	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50681992	50682001	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50682166	50682175	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50682213	50682222	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50682254	50682263	10	+	12.8374622133237	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50682387	50682396	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50682475	50682484	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50682651	50682660	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50682739	50682748	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50682913	50682922	10	+	12.3593509634783	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50698969	50698978	10	+	12.9935528202384	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50703457	50703466	10	+	12.1619268229218	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50710938	50710947	10	+	13.5110300737766	MA0819.1	intron	SHANK3	CLOCK			Homo sapiens
chr22	50716819	50716828	10	+	11.9912820392562	MA0820.1	intron	SHANK3	FIGLA			Homo sapiens
chr22	50717238	50717247	10	+	12.2485769674092	MA0820.1	intron	SHANK3	FIGLA			Homo sapiens
chr22	50724884	50724893	10	+	11.9937013872351	MA0820.1	intron	SHANK3	FIGLA			Homo sapiens
chr22	50725321	50725330	10	+	11.9937013872351	MA0820.1	intron	SHANK3	FIGLA			Homo sapiens
chr22	50726123	50726132	10	+	11.8952497152463	MA0820.1	intron	SHANK3	FIGLA			Homo sapiens
chr22	50728795	50728804	10	+	12.9120779164145	MA0820.1	intron	SHANK3	FIGLA			Homo sapiens
chr22	50728836	50728845	10	+	12.7431715358539	MA0820.1	intron	SHANK3	FIGLA			Homo sapiens
chr22	50732430	50732439	10	+	11.9780717426189	MA0820.1	exon	SHANK3	FIGLA			Homo sapiens
chr22	50732430	50732439	10	+	11.9780717426189	MA0820.1	exon	SHANK3	FIGLA			Homo sapiens
chr22	50732430	50732439	10	+	11.9780717426189	MA0820.1	UTR	SHANK3	FIGLA			Homo sapiens
chr22	50676407	50676418	12	+	18.3467167635858	MA0821.1	intron	SHANK3	HES5			Homo sapiens
chr22	50710937	50710948	12	+	8.60531159480622	MA0821.1	intron	SHANK3	HES5			Homo sapiens
chr22	50676407	50676418	12	+	17.0782316829035	MA0822.1	intron	SHANK3	HES7			Homo sapiens
